comentario,nota
"Es amable y le encanta lo que hace, lo cual lo transmite a sus estudiantes, aunque es muy estricta y exigente con la puntualidad; que si se llega tarde así sean dos minutos uno llega ya perdido a la clase. Hay que llegar 5 min antes. Pros: Explica bien, ilustra con ejemplos y aplicaciones interesantes.Cons: Talleres muy largos y difíciles, de los cuales hace los parciales muy similares.",4.0
"Explica bien, los parciales no son muy complejos. Responde todas las dudas que se tengan y se asegura de que se entienda muy bien cualquier tema.Pros: Es atenta y muy amable con los estudiantesCons: Se confunde muy fácil",4.0
"El profesor Armando es un profesor muy buena gente que domina los temas que explica. Sus clases son amenas y nada aburridoras. Permite que los estudiantes hablen, pregunten y no se molesta si se preguntan cosas básicas. Ademas el profe es muy respetuoso con todos los estudiantes, ya sean mujeres o hombres, no discrimina a nadie y es justo calificando. Si se quiere aprender y tener una clase agradable, el profe Armando es la elección. Eso sí, hay que estudiarle porque parte de lo que el evalua es lo que deja de trabajo para la casa. Definitivamente es el mejor profesor que he tenido hasta ahora.",5.0
"Explica bien, aunque a veces le da muchas vueltas a detalles que no son necesarios, al principio cuesta entenderle por su acento, sus parciales son fáciles si se estudia, hay que hacer bastante estudio autónomo ya que el material que ella pone a veces está incompleto. En particular en este semestre puso algunos puntos en los parciales que eran algo ambiguos.Pros: Explica Bien
No es complicado pasarle",4.0
"Lo mejor es no ir a sus clases y estudiar por cuenta propia. Explica todo a la ligera, no es claro, se enreda bastante y no se le escucha. Si se estudia por cuenta propia es posible dejar la materia con nota alta. Cons: Impuntual
No explica bien",2.5
"Mal profesor, se enreda explicando temas elementales en una materia de primer semestre, se nota que no prepara sus clases a pesar de que lleva varios semestres dictando el mismo curso. Tampoco brinda ejercicios de talleres ni hace realimentación de los quices que hace. Eso sí, califica suave, así que si puede prepararse por su lado, puede dejarse alta.Pros: Califica suaveCons: Se enreda mucho al explicar porque no prepara las clases
Suele llegar tarde",2.5
"Es una muy buena profesora que se interesa porque sus estudiantes aprendan. Su metodología hace que uno siempre esté pendiente a la clase, ya que ella siempre pregunta a cualquier persona. Se entiende muy bien y en los parciales no aparece nada que no se haya visto en clase.Pros: Da ayudas en el 25% de talleres y quices.",4.7
"El profe Gabriel Padilla es apasionado por su materia, al menos en Álgebra Lineal, le interesa que los estudiantes aprendan, pero a mi juicio, su metodología es deficiente y suele enredarse mucho. Por otra parte, los parciales que hace son en el momento de hacerlos, muy difíciles.Pros: * Le gusta lo que hace, se nota pasión por la matemática.
* Si en clase dices que no entendiste, está dispuesto a repetir la explicación o a explicarte al final de clase, incluso en su oficina.
* Te vale aspectos del procedimiento hecho en los parciales, aún si la repuesta final es errada, por lo que si llegas al menos a cierto punto, no te rajas completamente.
* Suele contar anécdotas interesantes y hechos históricos curiosos respecto a los temas que explica.
* Ayuda un poco al final del curso, pero es hay que esforzarse mucho para conseguirlaCons: * A veces puede emocionarse y avanzar demasiado rápido en los temas, de modo que confunde a los estudiantes.
* No explica bien y se enoja cuando ve que nadie le entiende lo que ha tardado tanto en explicar
* A mi Juicio es algo desordenado con el orden en que presenta los temas. 
* Se enreda solo mientras explica
* Hace máximo 3 parciales en el semestre, de 3 preguntas, son sumamente difíciles y para poder pasar los exámenes debes ser un experto en el tema, cosa que obligatoriamente se consigue con estudio autónomo, pues nunca te quedará claro lo que explica en clase
* No hace talleres que ayuden a practicar y entender el tema, todo es estudio autónomo",2.0
"Héctor es un Crack, hay que estudiar bastante pero vas a entender todo, si te gusta el rigor de la matemática no metas con él, ya que le la da más importancia a que aprendas(explica con muñecos) y pasa errores lógicos por alto, enseña todos los temas a velocidad de la luz pero eso no implica que no aprendas , deja talleres  súper completos de 200 puntos, pero atiende dudas una tarde entera, no saques el celular porque te la monta, si vas a ver una clase con él consejo, revisa el tema antes(lee el texto guía o mira vídeos), en generar la clase es amena. Pros: Aprendes todo el temario, te ríes en la claseCons: Talleres largos y parciales largo y pesaditos",4.0
"Sabe explicar los temas bien aunque eso mismo la lleva a tener un gran contra que es atrasarse en los temas y que en las últimas semanas te meta todos los temas restantes o no alcances a verlos todos, calificando es dura, ya que le gusta solo como ella explicó. Siempre llega tarde a clase, participarle es complicado puesto que no sabe como tratar a los estudiantes cuando tienen dudas",3.5
"buen profesor, se le nota el dominio de la clase total, es exigente en los parciales pero no son imposibles, deja talleres para practicar y siempre aclara las dudas con la mejor disposicion, las clases no son monotonas",4.5
"Es una excelente profesora, sabe demasiado, explica bien aunque a veces va muy rápido (si uno le dice que vaya más lento lo hace), es muy comprensiva y da mucho tiempo para tutorias a parte con ella. Da bonos para quices y es fácil llegar a dejarlos en 5 lo cual ayuda bastante puesto que sus parciales si son difíciles. Si se hace los talleres completos pasa la materia sin duda alguna. El único problema es que los talleres son muy largos, pero si le mete con dedicación la puede dejar hasta alta.Pros: Comprensiva
Da bonos o tareas para que quices queden en 5
Califica en forma justa
Se aprende bastanteCons: Parciales y quices complejos y largos
Talleres un poco extensos para estudiar",4.5
"Creo que no tiene buen método de enseñanaza. Explica los temas del programa, pero no presenta muchos ejemplos. Se debe trabajar completamente de manera autónoma. Los parciales no son complicados, pero se debe tener cuidado en los procedimientos porque solo vale la respuesta (en la hoja del parcial solo hay espacio par ala repsuesta). No es difícil pasar. No lo recomendaría si se está viendo por primera vez la materia.Cons: Llega tarde a la clase, por lo menos 15 min.
Habla mucho de temas que no tienen que ver con la clase lo que puede llegar a ser aburridor.",2.5
"No me parece una buena docente. 
Recalca la importancia de la materia y se nota el gusto por las matemáticas, pero no lo transmite de manera correcta. Los parciales son muy complejos, los talleres son extensos y no tiene horario de atención, por lo que todo lo tiene que solucionar el estudiante por su cuenta.
Pide los talleres en latex y me parece una pérdida de tiempo y una falta de respeto que no los califica, mira que estén medianamente completos y nunca retroalimenta nada de estos. Cons: -Talleres largos y en latex. 
-Parciales complejos.
-Muchas demostraciones.",1.5
"El peor profesor que he tenido en mi carrera. Este hombre llegaba tarde a la clase, salía temprano, se notaba a leguas que no preparaba su clase y explicaba las cosas bien por encimita. Cuando llegaba, explicaba el tema nuevo, y ponía un ejercicio muy, muy sencillo para tratar de explicar el tema. Ala siguiente clase, se inventaba un ejercicio para hacer que nunca daba y a veces, nos ponía a investigar los temas por nuestra cuenta porque ""no había tiempo"" y luego hacía quiz de eso. Lo peor del caso es que ponía parciales con cosas imposibles para lo que habíamos estudiado. Al final nos pasó.Cons: No explica
Parciales con cosas nunca vistas
Impuntual",1.0
"A pesar de que sabe y lo demuestra, no es buen profesor. No sabe transmitir el conocimiento, explica muy rápido y es cierto que le habla al tablero. Esto leva a que uno se pueda enredar. Uno debe estudiar autonomamente Pros: Siempre aclara dudas",3.3
"Pros: Enseña muy bien, sus clases son entretenidasCons: Es muy exigente",4.1
"Excelente profesor, sus parciales son muy justos y enseña muy bien cada tema haciendo también varios ejercicios para afianzar lo aprendido.",5.0
"Buen profesor, explica claramente y resuelve todas las dudas.
Se preocupa principalmente por la parte teórica, por que el estudiante entienda qué y por qué lo hace, y no tanto por resolver gran cantidad de ejercicios.
Es fácil dejar el curso con una nota alta, quiz semanal, y exámenes de acuerdo a lo visto.Pros: Envía las clases al correo.",5.0
"Tome el curso de EDO con ella, cuando recién terminaba su Doctorado en ecuaciones diferenciales, fue una experiencia única. Ella tiene problemas aveces para dar las clases y uno se pierde, pero si uno le pregunta o le hace caer en cuenta, cubre los huecos y listo. Los parciales (cuatro o cinco), son fáciles y algunos son para la casa.Pros: - Es una experta en el tema
- Las evaluaciones son fáciles
- Las experiencias de ella en su PhD, complementan bien el curso Cons: - Se enreda dando temas
- Llega aveces tarde
- Se pierde en algunos temas como integración (Pero esto ya parece que lo soluciono)",4.4
"Explica muy bien, pero pareciera que no deseara que sus estudiantes aprueben.
Pros: Explica bienCons: Duro calificando",4.0
"Explica bien los temas que corresponden porque se le nota que el gusta lo que hace, ademas usualmente está disponible para los estudiantes.Pros: Explica muy bien.
Deja un buen de trabajo.
Cercana a los estudiantes.
Al final de curso deja como 1000 tareas para levantar nota.Cons: Aunque no sea una contra del todo, no es para nada facil pasar.",5.0
"Es un muy buen profesor, logra que uno se enganche al tema con su manera de explicarlo, el único problema serían sus dibujos, ya que eran pésimos y uno se confundía. Los parciales no eran fáciles pero resolvía bien las dudas y uno sabía el libro guía a usar (Marsden y Tromba), esto debido a que los parciales eran basados en los ejercicios propuestos en este. Tenía un muy buen sentido del humor lo que hacía más amena la clase.Pros: Dominio del tema.
Buena pedagogía
Cons: Dibujos pésimos.",4.4
"Buen profesor en lo que respecta a explicaciones, quices sencillos, sólo mejorar el tema del tiempo en éstos. Los parciales son mucho más complicados que lo enseñado. Escuelero y ninguna clase llegó temprano incluyendo los parciales, retrasos entre 20-40minutosPros: -Explicaciones claras
- Quices sencillos
Cons: - Impuntualidad, todas las clases llegaba media hora tarde
- Parciales nada parecidos a lo trabajado en clase
- Cuando se estresa la clase de torna algo tensa",3.0
